actor_logprob,actor_loss,alpha_loss,alpha_value,batch_reward,buffer_size,critic_loss,critic_target_q,episode,episode_length,episode_reward,fps,frame,step,total_time
-91350.5,-72393.60109375,-30475.688828125,0.7161810064315796,-0.7633876442909241,3300.0,6073658183.68,72871.7440625,66.0,50.0,2.4668573517069436,204.96573401148584,3300,3300.0,19.050112009048462
-102852.3590625,-80574.45625,-35021.260625,0.7112719821929931,-0.7385762119293213,3350.0,7571799367.68,81329.9884375,67.0,50.0,10.538982820292777,189.163869703773,3350,3350.0,19.314434051513672
-112702.6778125,-87444.655,-39145.6915625,0.70643550157547,-0.7620059299468994,3400.0,9030338580.48,88395.294375,68.0,50.0,6.664386576777462,189.40253566054878,3400,3400.0,19.578423023223877
-127067.8565625,-97484.554375,-44991.30171875,0.7016716432571412,-0.7185976195335388,3450.0,11226380124.16,98697.595625,69.0,50.0,2.2932470429260334,190.56200358197887,3450,3450.0,19.840806007385254
-139175.705,-105769.0846875,-50215.870625,0.6969633460044861,-0.7429674339294433,3500.0,13371484282.88,107198.5040625,70.0,50.0,8.39163613969296,186.27938995034685,3500,3500.0,20.109219789505005
-155033.605,-116609.6471875,-56970.3475,0.6923365736007691,-0.7089612138271332,3550.0,16290195087.36,118372.89125,71.0,50.0,-3.3963771625220716,66.86508992973776,3550,3550.0,20.856994152069092
-173213.285,-128940.1453125,-64804.18734375,0.6877404356002808,-0.6585352027416229,3600.0,19950158315.52,130976.085625,72.0,50.0,6.037711900580229,327.60270623649734,3600,3600.0,21.009618997573853
-190024.645,-140151.08375,-72357.533125,0.6831793665885926,-0.6748548567295074,3650.0,23721911091.2,142703.08375,73.0,50.0,6.959846175097077,161.07430386688563,3650,3650.0,21.320035934448242
-209914.771875,-153346.133125,-81318.5784375,0.6786858606338501,-0.6383163857460022,3700.0,28460613877.76,155960.32875,74.0,50.0,11.00430789317537,177.79872811483423,3700,3700.0,21.601253986358643
-229548.871875,-166195.833125,-90430.233125,0.6742395067214966,-0.6494101881980896,3750.0,33659044823.04,169354.365625,75.0,50.0,5.813828327858165,179.02999580842362,3750,3750.0,21.88053798675537
-251345.910625,-180358.793125,-100659.4225,0.6698743724822998,-0.6303159070014953,3800.0,39780406231.04,184157.76125,76.0,50.0,5.583580203124644,159.91715717336982,3800,3800.0,22.193200826644897
-273030.858125,-194270.603125,-111101.4640625,0.6655451345443726,-0.6306304240226746,3850.0,46390466150.4,198362.81,77.0,50.0,11.763121176447275,184.91952571623568,3850,3850.0,22.46358895301819
-300062.93375,-211601.198125,-124032.24125,0.661288001537323,-0.5943339419364929,3900.0,55148156026.88,216131.92125,78.0,50.0,9.128872496908121,207.2417694812414,3900,3900.0,22.704854011535645
-330660.3275,-231095.019375,-138803.931875,0.657068419456482,-0.5489271026849747,3950.0,65669138841.6,236160.156875,79.0,50.0,2.491685739682776,211.29931093407274,3950,3950.0,22.94148588180542
-357102.83375,-247579.5275,-152187.00625,0.6528537178039551,-0.5526010489463806,4000.0,75757547192.32,253020.905,80.0,50.0,-1.896881175349776,210.13273374194526,4000,4000.0,23.179430961608887
-384877.14,-264728.879375,-166470.7575,0.6487289786338806,-0.5858551084995269,4050.0,87352694538.24,271189.541875,81.0,50.0,4.922522092065035,70.30342933173674,4050,4050.0,23.890634059906006
-417345.91375,-284759.6225,-183131.71875,0.6446742177009582,-0.5817412996292114,4100.0,101081928171.52,291550.25625,82.0,50.0,-2.5441279647026533,282.42645593281514,4100,4100.0,24.067670106887817
-449113.43125,-304077.46,-199875.73625,0.6406676840782165,-0.576250855922699,4150.0,115928405770.24,311790.79625,83.0,50.0,2.5108273217548813,208.31345873616436,4150,4150.0,24.30769371986389
-487153.7625,-327221.335,-219823.440625,0.6367144107818603,-0.5590400493144989,4200.0,134344676147.2,335753.205,84.0,50.0,12.952806406991101,189.9102225329308,4200,4200.0,24.570976972579956
-528070.435,-351919.15875,-241549.20375,0.6327847504615783,-0.5279757440090179,4250.0,155451156725.76,360629.54,85.0,50.0,16.65390683195234,196.12767107555652,4250,4250.0,24.825913906097412
-574952.5675,-380121.71375,-266548.404375,0.6288701438903809,-0.489140864610672,4300.0,180858427146.24,389794.9775,86.0,50.0,7.54074764532305,214.99637085364904,4300,4300.0,25.058475971221924
-618560.7475,-405877.64,-290597.78375,0.6249964022636414,-0.4867879557609558,4350.0,206786596044.8,416481.645,87.0,50.0,12.086597105271917,204.51340162955233,4350,4350.0,25.302958965301514
-659847.475,-429876.53125,-314047.43,0.6211798477172852,-0.5164265787601471,4400.0,232306244976.64,441808.97875,88.0,50.0,5.513567393635997,212.5064725165043,4400,4400.0,25.538245916366577
-708077.04,-457910.87125,-341296.96625,0.617409508228302,-0.4981923711299896,4450.0,265615806955.52,469917.6775,89.0,50.0,1.5438372632083972,221.888913341572,4450,4450.0,25.763585090637207
-765135.34,-491122.8275,-373439.76,0.6136832332611084,-0.46093523800373076,4500.0,304179787857.92,504766.42125,90.0,50.0,9.826900235458078,208.716907033658,4500,4500.0,26.00314497947693
-830259.92,-528901.14875,-410258.635,0.6099698710441589,-0.4124710845947266,4550.0,350667084922.88,543090.34875,91.0,50.0,7.838883433485853,70.64114742281237,4550,4550.0,26.710948944091797
-880107.0925,-556809.60375,-440226.28125,0.6062882041931152,-0.4458181893825531,4600.0,391968891863.04,572487.285,92.0,50.0,10.85107101905995,277.33245877011905,4600,4600.0,26.89123797416687
-951687.04,-597663.1075,-481753.85,0.6026485252380371,-0.39562545776367186,4650.0,449554554552.32,614384.8325,93.0,50.0,15.596568867440928,189.7727416689742,4650,4650.0,27.154711961746216
-992791.1525,-619541.215,-508502.97625,0.5990563344955444,-0.45593689024448397,4700.0,488285976657.92,637286.6375,94.0,50.0,-0.2924654109550726,186.26483038427992,4700,4700.0,27.423148155212402
-1092335.58,-676406.0675,-565951.9625,0.5955265021324158,-0.3580840957164764,4750.0,575200570900.48,695613.9525,95.0,50.0,2.3484155634501995,203.00624946759493,4750,4750.0,27.66944694519043
-1125379.965,-692737.17,-589744.19,0.5919941902160645,-0.4655527400970459,4800.0,613090842378.24,712925.9875,96.0,50.0,-4.875398256476622,199.72115347986744,4800,4800.0,27.91979694366455
-1214461.935,-742283.6775,-643506.7275,0.588554880619049,-0.39489777624607086,4850.0,699649962803.2,763575.0725,97.0,50.0,-2.6210923369160284,210.94288760586613,4850,4850.0,28.156827926635742
-1291141.04,-783879.88,-691674.96,0.5851401901245117,-0.4044452172517776,4900.0,783129232015.36,807349.9175,98.0,50.0,4.922853848008245,206.1115457343801,4900,4900.0,28.399415016174316
-1360166.205,-820521.2475,-736524.0575,0.5817612981796265,-0.42702747344970704,4950.0,861032250081.28,845873.435,99.0,50.0,-2.805221858884005,206.7259428661554,4950,4950.0,28.641282081604004
-1446350.985,-866774.165,-791513.075,0.5784229779243469,-0.4257966515421867,5000.0,961832747008.0,893912.4275,100.0,50.0,-0.15771803028717457,212.73346236402074,5000,5000.0,28.87631893157959
-1547752.97,-921325.215,-855891.63,0.5751151871681214,-0.38023591637611387,5050.0,1080912657776.64,948475.1125,101.0,50.0,0.4303309177839676,70.35961322128054,5050,5050.0,29.586955070495605
-1630574.79,-964500.8425,-911048.3075,0.5718240571022034,-0.4125633800029755,5100.0,1190010649313.28,995573.315,102.0,50.0,-0.0741924877982374,306.05349491553125,5100,5100.0,29.750324964523315
-1736534.895,-1020468.775,-980158.27,0.5685723972320557,-0.3756120502948761,5150.0,1329870143488.0,1052043.9225,103.0,50.0,0.1774099546410266,212.96893945702442,5150,5150.0,29.985100984573364
-1840770.625,-1074799.4475,-1049478.51,0.5653330564498902,-0.3774085593223572,5200.0,1476208408657.92,1107813.565,104.0,50.0,8.013740943623285,181.45204761191977,5200,5200.0,30.260658979415894
-1936811.67,-1123847.84,-1115241.2025,0.5621368646621704,-0.38072506606578826,5250.0,1617397625651.2,1159448.9275,105.0,50.0,15.52854297961425,183.09581494432004,5250,5250.0,30.533740997314453
-2047878.155,-1180844.385,-1190736.9625,0.5589828515052795,-0.3753793928027153,5300.0,1787434410967.04,1219509.15,106.0,50.0,0.2558359156750125,188.0194478886776,5300,5300.0,30.799670934677124
-2177061.1,-1247349.43,-1278079.99,0.5558412861824036,-0.3438521784543991,5350.0,1988751010037.76,1286963.995,107.0,50.0,4.550780986566165,174.87837786001737,5350,5350.0,31.085582971572876
-2291523.63,-1304859.66,-1358154.955,0.5527282643318177,-0.34805902749300005,5400.0,2180863990169.6,1346035.16,108.0,50.0,1.0762313139043052,184.4037560419288,5400,5400.0,31.356728076934814
-2419232.36,-1369085.91,-1447374.185,0.5496504139900208,-0.3546254873275757,5450.0,2399685579898.88,1413966.07,109.0,50.0,11.467012672511226,194.28651895661713,5450,5450.0,31.614081144332886
-2547733.84,-1433023.47,-1538433.325,0.5465969109535217,-0.3351006728410721,5500.0,2630795562844.16,1479800.465,110.0,50.0,0.34999487408499697,183.8695734131768,5500,5500.0,31.886013984680176
-2669497.36,-1492560.79,-1626748.265,0.5435800886154175,-0.36101190745830536,5550.0,2861321599057.92,1542310.115,111.0,50.0,13.700132250448437,60.23124594681998,5550,5550.0,32.71614909172058
-2809841.26,-1561603.005,-1727697.72,0.5405924534797668,-0.34438988119363784,5600.0,3127848143421.44,1613113.34,112.0,50.0,18.049990812711997,335.60607151715914,5600,5600.0,32.86513304710388
-3000613.58,-1657170.63,-1861496.81,0.5376245331764221,-0.2867723447084427,5650.0,3500589480673.28,1709580.905,113.0,50.0,8.16166219354965,216.72159235938662,5650,5650.0,33.095844984054565
-3145210.94,-1726692.59,-1968582.14,0.5346698379516601,-0.2811308765411377,5700.0,3813134764605.44,1780897.855,114.0,50.0,9.39998802185059,162.6217345216189,5700,5700.0,33.40330696105957
-3299974.57,-1800945.115,-2083555.535,0.5317506003379822,-0.28514948576688764,5750.0,4148894650859.52,1858008.705,115.0,50.0,8.174661803784597,186.72538399691572,5750,5750.0,33.67108106613159
-3426511.94,-1859352.325,-2182115.61,0.5288684868812561,-0.3314948706328869,5800.0,4456765435412.48,1922178.39,116.0,50.0,10.580583410782905,186.54334527942558,5800,5800.0,33.939115047454834
-3622810.98,-1954139.435,-2326673.26,0.5260182404518128,-0.28127427369356156,5850.0,4901914510622.72,2016077.035,117.0,50.0,-2.805221858884005,193.7278122907092,5850,5850.0,34.19720816612244
-3755213.36,-2014230.54,-2431907.86,0.5231911206245422,-0.3323621401190758,5900.0,5232754698485.76,2080097.05,118.0,50.0,3.5653613395630437,188.572625771163,5900,5900.0,34.4623589515686
-3990665.36,-2127680.945,-2605796.25,0.5204069757461548,-0.28421642273664477,5950.0,5806531081666.56,2199399.2,119.0,50.0,17.15135137497181,190.60703531655108,5950,5950.0,34.7246789932251
-4136304.85,-2193081.57,-2722997.71,0.5176243901252746,-0.3130340276658535,6000.0,6192351768739.84,2268427.66,120.0,50.0,4.992021157980611,195.55761118094435,6000,6000.0,34.98035788536072
-4354207.43,-2295229.02,-2889623.62,0.5148721766471863,-0.28642024874687194,6050.0,6774044334489.6,2371468.94,121.0,50.0,4.816680382731683,63.06998335999403,6050,6050.0,35.77312898635864
-4606663.66,-2414079.55,-3081714.65,0.5121403098106384,-0.2565595115721226,6100.0,7447980760104.96,2495929.3,122.0,50.0,5.514987792968755,299.2058849546159,6100,6100.0,35.94023776054382
-4756467.04,-2478929.17,-3207252.54,0.5094211578369141,-0.2949302439391613,6150.0,7904564451737.6,2563741.79,123.0,50.0,-2.8441993832662327,235.61678926015847,6150,6150.0,36.15244698524475
-4988974.7,-2585379.26,-3390318.19,0.5067354846000671,-0.2752396096289158,6200.0,8577212953395.2,2673727.15,124.0,50.0,-1.1162192617449591,210.9117020859335,6200,6200.0,36.38951396942139
-5214016.16,-2686834.32,-3570714.22,0.5040747547149658,-0.2608904522657394,6250.0,9276604064727.04,2778108.23,125.0,50.0,-1.0753104097682584,202.2907257823367,6250,6250.0,36.636685848236084
-5455843.5,-2795691.05,-3764972.65,0.5014413523674012,-0.2499395203590393,6300.0,10039067127316.48,2890395.34,126.0,50.0,-3.9100171971321096,205.74534359532814,6300,6300.0,36.87970495223999
-5643497.86,-2876243.9,-3923914.99,0.4988327467441559,-0.2962409770488739,6350.0,10678623912591.36,2979783.56,127.0,50.0,0.2558359156750125,191.0400772485664,6350,6350.0,37.14143109321594
-5935785.48,-3008219.35,-4157967.79,0.4962497806549072,-0.2633228050172329,6400.0,11629634613411.84,3113804.13,128.0,50.0,-1.837004608634306,204.37129926677244,6400,6400.0,37.38608384132385
-6173799.52,-3111777.76,-4356754.08,0.4936844372749329,-0.26482124462723733,6450.0,12453168755507.2,3220617.97,129.0,50.0,0.08392674788013643,203.85537718287816,6450,6450.0,37.63135600090027
-6438517.1,-3227498.59,-4576771.08,0.4911357545852661,-0.24770206972956657,6500.0,13394253845626.88,3338409.66,130.0,50.0,-0.5402623659267789,203.92852419737528,6500,6500.0,37.87654089927673
-6794025.4,-3386521.92,-4864667.84,0.4886013233661652,-0.21358468174934386,6550.0,14671506109890.56,3503017.18,131.0,50.0,9.399986806035562,69.95902839723706,6550,6550.0,38.59124517440796
-7075680.2,-3507699.27,-5103014.68,0.48607495307922366,-0.21328166253864766,6600.0,15730034060820.48,3626396.16,132.0,50.0,-0.1338781111320717,264.5754483705251,6600,6600.0,38.78022789955139
-7362784.76,-3630241.14,-5348111.5,0.4835690402984619,-0.21711736127734185,6650.0,16868081276026.88,3756649.66,133.0,50.0,5.8793314730200965,195.12583634250709,6650,6650.0,39.0364727973938
-7537607.92,-3697262.18,-5513700.98,0.4810940623283386,-0.2720351855456829,6700.0,17628775726448.64,3826875.7,134.0,50.0,7.129830274062311,180.36603825512591,6700,6700.0,39.31368708610535
-7983594.8,-3894174.35,-5880599.24,0.4786602818965912,-0.21035905033349991,6750.0,19385585206558.72,4029435.16,135.0,50.0,0.5096630695995419,190.70288516098995,6750,6750.0,39.57587504386902
-8211313.44,-3984490.96,-6090094.5,0.4762258517742157,-0.2444581565260887,6800.0,20394192047964.16,4129652.39,136.0,50.0,3.087786372055966,184.11671644568995,6800,6800.0,39.847442865371704
-8613674.34,-4157027.52,-6432177.12,0.47381639361381533,-0.19783588081598283,6850.0,22128172225003.52,4300215.68,137.0,50.0,14.249661501095472,177.22955437223283,6850,6850.0,40.12956380844116
-8959242.66,-4300836.65,-6735687.18,0.4714261269569397,-0.2072027176618576,6900.0,23670272598999.04,4454291.94,138.0,50.0,12.358727307218224,175.6017503638218,6900,6900.0,40.414299964904785
-9243086.28,-4414055.86,-6995677.9,0.4690471613407135,-0.2006067468225956,6950.0,25060144400302.08,4564814.58,139.0,50.0,4.070178966822732,183.97571029917353,6950,6950.0,40.686075925827026
-9623582.32,-4571513.16,-7332069.92,0.4667053544521332,-0.20519014164805413,7000.0,26806371148103.68,4733866.56,140.0,50.0,18.07660342600185,193.5440167670617,7000,7000.0,40.94441604614258
-9959185.12,-4706489.36,-7637443.3,0.4643707597255707,-0.2095114541053772,7050.0,28451474736414.72,4874582.74,141.0,50.0,9.76874066300704,69.39857274988046,7050,7050.0,41.66489291191101
-10378541.96,-4878880.3,-8010869.04,0.462067106962204,-0.19162061136215924,7100.0,30522515516293.12,5050100.68,142.0,50.0,15.749990634918213,215.4856913280745,7100,7100.0,41.89692807197571
-10784403.88,-5043322.48,-8377747.96,0.45976914405822755,-0.17559410378336907,7150.0,32641488298967.04,5220214.68,143.0,50.0,1.3350866305847102,196.10694675105105,7150,7150.0,42.1518919467926
-11175749.0,-5199371.18,-8737361.84,0.4574865972995758,-0.18824610978364945,7200.0,34623631141109.76,5384995.58,144.0,50.0,3.797841898348951,193.58224895439008,7200,7200.0,42.41017985343933
-11706817.84,-5417666.84,-9210760.64,0.4552248203754425,-0.14931255161762239,7250.0,37371539640811.52,5603770.72,145.0,50.0,8.308189363408953,180.93121488618638,7250,7250.0,42.68652892112732
-11986154.28,-5519165.82,-9489930.64,0.4529698145389557,-0.18976106539368628,7300.0,39048903634452.48,5717575.2,146.0,50.0,12.798561194666222,198.42914549185952,7300,7300.0,42.93850803375244
